timestamp,video_id,category,language,region,duration_sec,views,likes,comments,shares,sentiment_score,ads_enabled
2024-09-13 14:02:46,VID000048,Music,Japanese,Europe,1288,68900,4708,1569,931,-0.1003,False
2024-05-20 00:53:05,VID000049,News,French,Europe,3251,7741,918,245,112,0.7967,False
2024-07-29 07:38:06,VID000050,Sports,French,Middle East,1413,83850,5761,3092,276,0.1461,True
2025-05-11 18:26:40,VID000051,Gaming,German,East Asia,1007,139449,15556,2810,1849,0.5741,True
2024-06-27 11:24:22,VID000052,Education,German,Europe,1330,221476,6546,7933,3635,0.0757,False
2024-01-14 15:34:15,VID000053,Music,Spanish,South Asia,171,54038,2856,1445,630,0.8329,False
2025-10-20 20:22:22,VID000054,Entertainment,Spanish,North America,1480,38859,3530,466,474,0.7667,False
2025-12-08 02:05:43,VID000055,Sports,Korean,East Asia,2266,796927,36815,11506,11313,-0.814,True
2025-12-19 10:01:35,VID000056,Music,Japanese,Latin America,658,65470,3865,1174,900,0.8782,False
2024-06-08 11:43:59,VID000057,Entertainment,German,Middle East,2419,55588,6346,1787,581,-0.646,True
2024-03-10 15:26:10,VID000058,Vlog,French,East Asia,88,440,11,16,3,0.2325,True
2024-02-01 22:44:24,VID000059,Vlog,Spanish,North America,2804,4153,373,28,40,0.6659,False
2025-11-19 05:18:43,VID000060,Travel,Portuguese,Europe,93,14128,1080,425,215,0.6708,False
2025-11-06 07:31:12,VID000061,Music,Portuguese,Africa,2738,139882,15243,2823,860,-0.0537,True
2024-03-08 18:43:58,VID000062,Vlog,Hindi,Oceania,2445,45068,2768,1793,550,-0.5972,False
2024-03-21 18:25:42,VID000063,Entertainment,Portuguese,North America,170,27907,2095,1056,458,-0.8599,True
2024-03-02 18:23:03,VID000064,Travel,French,North America,1414,107578,11803,1641,354,-0.6148,False
2025-06-30 14:51:22,VID000065,Entertainment,Hindi,Latin America,1298,319635,25592,12655,2535,0.0586,False
2025-09-11 07:56:11,VID000066,Travel,Korean,Oceania,2486,11170,262,160,18,-0.2866,True
2025-10-12 22:49:35,VID000067,Music,Spanish,North America,3466,36182,1279,396,468,0.9032,True
2024-07-26 18:17:38,VID000068,Sports,Hindi,Africa,2207,22917,2118,368,354,-0.1369,True
2024-04-21 14:34:38,VID000069,News,German,Oceania,1216,885,26,6,10,-0.3331,False
2025-06-24 20:05:25,VID000070,Comedy,Japanese,Europe,3274,12409,1430,394,218,0.2423,False
2024-12-03 14:03:11,VID000071,Sports,Korean,North America,646,92619,4451,2426,705,0.0508,False
2024-11-13 09:43:03,VID000072,Tech,French,Europe,2773,57190,2932,1923,363,0.4285,False
2025-12-11 14:00:52,VID000073,Entertainment,French,Middle East,572,22887,671,436,270,-0.8446,False
2025-05-11 17:06:14,VID000074,Tech,Korean,North America,2149,41797,1558,1254,518,-0.6024,True
2025-11-07 09:20:10,VID000075,Sports,Japanese,Europe,3356,75060,2048,2759,455,0.6989,True
2024-01-09 07:03:40,VID000076,Travel,English,Europe,1377,26461,2191,243,395,0.7784,True
2025-02-13 10:52:09,VID000077,Comedy,Portuguese,South Asia,1306,27060,2571,712,301,-0.1809,True
2025-12-10 03:20:48,VID000078,Comedy,Portuguese,Europe,1065,1585,150,20,7,0.0767,True
2024-07-28 11:21:26,VID000079,Education,Hindi,East Asia,640,50298,2818,1035,503,-0.2229,False
2025-05-30 02:17:38,VID000080,Comedy,Japanese,Africa,1875,144569,11272,5030,2283,-0.2147,False
2024-03-06 08:05:31,VID000081,News,German,Middle East,1527,158313,9658,4095,616,-0.8171,False
2024-08-05 23:20:20,VID000082,Comedy,Hindi,Europe,3267,2837,76,93,34,-0.1423,True
2024-11-01 08:03:25,VID000083,Sports,Portuguese,Oceania,3106,141136,4089,3022,1404,0.9311,False
2024-11-17 23:33:26,VID000084,Education,French,Europe,2771,42144,2988,1394,572,-0.6329,False
2025-05-19 05:28:43,VID000085,Sports,Spanish,Africa,3205,29155,3468,510,338,0.0234,False
2024-04-30 15:09:33,VID000086,Sports,Korean,South Asia,1656,29977,2316,935,494,-0.3861,True
2025-01-18 12:23:53,VID000087,Gaming,Japanese,Europe,3527,36307,2012,664,228,0.3616,True
2024-01-10 08:52:24,VID000088,Education,German,Middle East,1442,21065,1008,666,396,-0.7456,False
2025-09-12 11:06:19,VID000089,Sports,Japanese,Oceania,1870,294922,31063,3593,4811,-0.6008,True
2024-05-17 02:49:33,VID000090,Gaming,Japanese,South Asia,2411,68038,7045,735,1231,0.3089,True
2025-12-29 21:49:44,VID000091,Gaming,French,South Asia,977,186316,9934,1563,2340,-0.1406,False
2025-02-28 10:34:30,VID000092,Education,Japanese,East Asia,3113,22521,459,347,22,-0.3351,False
2025-05-07 20:53:46,VID000093,Tech,Spanish,Middle East,452,200789,18423,2006,2210,0.0532,True
2025-12-04 13:56:38,VID000094,Travel,German,Middle East,2484,31974,1237,455,50,0.0277,True
2024-05-18 13:13:52,VID000095,News,German,Middle East,1928,12790,716,473,150,0.2454,True
2024-05-15 19:47:49,VID000096,Travel,Korean,Oceania,2870,35248,4113,729,119,-0.4455,True
2024-10-15 10:24:53,VID000097,Comedy,English,Europe,2610,26440,2398,227,525,0.4478,True
2025-03-05 10:56:29,VID000098,News,Hindi,Africa,293,42289,1255,1634,516,-0.953,False
2025-09-10 17:13:00,VID000099,Comedy,English,Latin America,181,245706,25856,8251,4876,-0.2546,True
2025-05-25 02:48:11,VID000100,Sports,French,East Asia,2482,32149,803,1249,244,-0.8991,False
2025-12-29 01:05:20,VID000101,Entertainment,Hindi,Africa,847,303368,12544,9832,3285,-0.0527,True
2025-07-11 17:25:42,VID000102,Education,English,East Asia,188,2645,283,99,37,0.1987,False
2024-04-28 01:08:16,VID000103,News,Spanish,Middle East,3120,30044,2810,1160,50,-0.5963,False
2025-07-19 13:22:11,VID000104,News,English,Africa,2049,146606,10773,4383,2659,-0.5221,True
2025-11-30 00:23:56,VID000105,Sports,Korean,Europe,439,835532,47509,29154,11056,0.6216,True
2024-06-03 23:18:52,VID000106,Tech,English,Europe,75,62176,4759,2081,484,-0.3295,False
2025-02-18 22:26:29,VID000107,Gaming,French,North America,2874,438371,31689,9322,2981,-0.9094,False
2025-09-13 04:48:48,VID000108,Sports,Japanese,Oceania,3454,138556,5187,2620,1521,-0.9061,True
2025-05-02 04:24:38,VID000109,Vlog,Korean,Europe,427,640,73,15,9,-0.3143,False
2025-07-24 20:18:23,VID000110,Gaming,German,Africa,1956,12774,574,497,210,0.3137,False
2024-07-09 22:30:34,VID000111,Education,Hindi,East Asia,1426,28887,2619,745,44,-0.9554,True
2025-06-05 00:02:44,VID000112,Gaming,Japanese,Oceania,2090,40998,1607,1458,641,-0.1861,False
2025-09-30 19:19:55,VID000113,Tech,Hindi,Oceania,1993,20937,1984,464,312,-0.8307,False
2025-05-13 12:59:08,VID000114,Gaming,German,Oceania,528,16930,338,506,126,0.9978,True
2025-01-06 06:36:55,VID000115,Education,English,Africa,2711,75930,5889,809,1501,0.8941,True
2025-06-26 20:12:51,VID000116,Tech,English,Europe,871,42124,1867,1343,683,0.996,False
2025-01-22 03:48:54,VID000117,Travel,French,Latin America,604,6392,138,61,58,-0.9786,False
2024-06-18 15:32:29,VID000118,News,Spanish,Europe,2754,8723,1031,62,38,0.2381,False
2025-12-13 12:58:41,VID000119,News,French,North America,2860,183372,18535,2669,399,-0.887,False
2025-11-10 14:30:34,VID000120,Comedy,Spanish,East Asia,618,67027,7655,1121,286,0.9918,False
2025-08-28 18:41:47,VID000121,Travel,Japanese,East Asia,2108,4673,403,43,31,0.8601,False
2024-02-07 01:52:13,VID000122,Travel,English,East Asia,1053,10591,1246,141,85,-0.1675,True
2024-06-08 21:00:22,VID000123,Gaming,English,Latin America,1271,9384,285,173,131,-0.8502,True
2025-11-23 00:57:34,VID000124,News,Hindi,South Asia,2359,185339,6385,4902,1418,0.9975,False
2025-09-13 05:03:11,VID000125,Education,English,East Asia,3518,18083,470,268,312,-0.9937,True
2025-06-17 11:07:32,VID000126,Music,Portuguese,Europe,1632,200584,7097,4106,1709,0.7085,True
2024-11-10 22:21:52,VID000127,Music,French,South Asia,3228,52043,2829,1697,171,-0.6893,False
2024-07-01 10:31:13,VID000128,Tech,German,Africa,598,23670,1772,421,334,-0.6763,True
2024-06-13 12:57:55,VID000129,News,French,Europe,2331,111080,6486,3463,217,0.1361,True
2025-11-28 09:11:48,VID000130,News,English,Oceania,1508,22967,2241,695,259,0.7674,True
2024-07-20 12:57:25,VID000131,Music,German,Africa,151,72176,2090,2273,1265,0.0252,False
2025-04-24 15:22:37,VID000132,News,German,South Asia,3176,116649,6253,2231,888,-0.1587,False
2025-05-08 00:40:59,VID000133,Gaming,Spanish,Latin America,840,48408,1711,1303,518,0.3305,False
2024-04-21 16:00:24,VID000134,Vlog,French,Africa,2501,3246,248,56,55,0.7039,True
2025-07-09 18:51:28,VID000135,Entertainment,Korean,North America,2040,44834,4451,1019,111,0.1918,False
2025-06-29 14:12:05,VID000136,Travel,Portuguese,Latin America,2376,87421,5384,2456,1007,-0.2475,True
2024-09-03 17:35:57,VID000137,Comedy,Portuguese,North America,442,75531,5312,2195,1160,-0.0328,True
2025-10-09 09:54:04,VID000138,Tech,French,South Asia,1062,561153,46519,19648,3810,0.7075,True
2024-12-08 19:32:22,VID000139,Vlog,German,Latin America,1305,5723,122,82,8,-0.8474,True
2025-08-02 15:16:06,VID000140,Music,Korean,South Asia,207,440995,48672,9829,7099,-0.2107,False
2024-03-27 05:04:13,VID000141,Travel,Portuguese,Europe,932,8457,954,96,77,-0.9876,True
2025-05-08 21:21:03,VID000142,News,French,Latin America,1195,36048,2983,1341,136,0.0657,True
2024-12-08 23:56:25,VID000143,Comedy,Japanese,North America,160,107124,5624,1188,629,-0.5872,True
2025-07-03 11:33:13,VID000144,News,French,South Asia,995,2623,112,100,33,0.0703,False
2024-07-02 23:37:48,VID000145,Education,French,Latin America,3007,43214,3633,1415,74,-0.63,False
2025-05-29 12:32:46,VID000146,Education,Hindi,Middle East,3489,2678,155,102,10,-0.562,False
2024-03-04 21:30:10,VID000147,Comedy,German,Latin America,2530,135582,8307,2649,306,-0.9882,True
2024-06-05 10:13:22,VID000148,Comedy,Japanese,Middle East,3303,38438,1848,782,275,-0.7626,True
2025-05-20 04:56:23,VID000149,Music,English,Middle East,228,79757,8393,3022,96,-0.4497,True
2025-12-04 18:05:22,VID000150,Comedy,German,Latin America,3486,1781903,100442,53322,5109,0.9927,False
2024-02-09 11:46:30,VID000151,Gaming,Portuguese,Latin America,2971,3215,296,53,61,-0.8046,False
2025-12-26 21:19:51,VID000152,News,Japanese,North America,1298,5377,137,196,56,0.5817,True
2024-10-21 14:18:18,VID000153,Vlog,Korean,Africa,2912,16592,1443,497,210,0.2862,False
2024-12-25 13:56:16,VID000154,Sports,Korean,Europe,3224,65602,3348,560,1177,0.2702,False
2024-03-06 11:52:40,VID000155,Comedy,German,Latin America,1059,13282,1593,152,65,-0.22,False
2025-07-19 12:17:32,VID000156,Tech,Portuguese,East Asia,2077,2305,122,18,16,-0.4148,True
2024-01-20 08:18:13,VID000157,Education,Portuguese,Latin America,2273,14410,1181,122,88,-0.579,False
2024-10-24 07:17:08,VID000158,Gaming,French,East Asia,3562,41801,861,375,249,0.8632,False
2024-02-28 00:55:53,VID000159,Travel,French,Europe,3146,19045,2066,667,364,0.4918,True
2025-12-24 18:17:43,VID000160,Sports,English,North America,2725,6311,727,93,21,-0.5366,True
2025-06-20 04:13:20,VID000161,Vlog,Japanese,South Asia,1608,5413,504,115,95,0.5035,False
2025-07-09 22:02:11,VID000162,Sports,Korean,Middle East,3558,47969,5275,647,124,-0.5125,True
2025-12-25 10:36:07,VID000163,Comedy,Korean,South Asia,1680,11141,456,326,157,-0.5272,True
2024-05-26 21:34:52,VID000164,Music,Hindi,South Asia,2380,1296190,98423,24821,18608,-0.675,False
2025-04-12 20:23:26,VID000165,Education,French,South Asia,1711,62279,3995,809,837,0.3834,False
2025-09-07 12:14:42,VID000166,Education,Japanese,South Asia,2337,18253,2096,383,74,0.0786,True
2025-07-17 11:16:27,VID000167,Travel,French,Europe,2295,8500,440,171,23,0.9213,True
2025-04-17 15:47:46,VID000168,Music,Spanish,Oceania,3579,131814,3015,3737,1378,0.3633,True
2025-05-22 20:02:06,VID000169,News,Portuguese,North America,1976,59800,1620,1139,327,-0.9289,False
2025-02-11 13:38:53,VID000170,Entertainment,French,East Asia,1757,85447,9094,3284,306,-0.2633,False
2025-03-11 14:09:17,VID000171,Gaming,Korean,Oceania,2929,36494,2305,344,283,-0.9872,False
2025-04-22 00:03:44,VID000172,Education,Portuguese,South Asia,1011,6702,329,155,97,-0.9043,False
2025-04-12 15:15:39,VID000173,Tech,English,South Asia,366,431,45,6,5,0.9698,True
2025-04-25 18:49:34,VID000174,Education,English,Oceania,3237,39127,1229,740,491,0.0154,False
2025-03-04 17:23:46,VID000175,Sports,Hindi,Oceania,605,222854,11949,4795,3569,0.2474,True
2025-10-27 16:14:45,VID000176,Education,English,Africa,2164,10297,359,122,157,-0.0635,False
2025-04-21 09:06:22,VID000177,Education,Hindi,Europe,843,23281,1489,139,291,0.6998,True
2025-02-24 20:25:24,VID000178,Entertainment,Hindi,Europe,1547,4025,333,54,28,0.4032,True
2025-05-29 22:25:43,VID000179,Entertainment,Hindi,South Asia,966,160466,4251,5562,226,0.2026,True
2025-07-20 12:13:18,VID000180,Vlog,French,East Asia,1960,38302,3215,771,620,0.1586,False
2025-09-03 11:43:35,VID000181,News,Hindi,Latin America,2255,132476,4121,3846,719,0.6871,False
2025-11-21 11:17:35,VID000182,Tech,Spanish,East Asia,1540,9971,740,374,80,0.7847,False
2025-05-09 12:52:03,VID000183,Education,French,Middle East,1186,10931,956,193,197,0.1184,True
2025-06-13 11:05:08,VID000184,Education,German,East Asia,3450,5474,125,129,26,-0.8052,True
2024-04-16 12:11:50,VID000185,Gaming,German,Europe,2747,578316,23859,19087,1973,-0.7796,False
2025-08-26 14:06:01,VID000186,Entertainment,Korean,Latin America,1837,8274,492,110,82,0.6208,False
2024-05-31 06:28:19,VID000187,Tech,Japanese,East Asia,1553,557,17,15,6,0.9932,False
2025-08-30 04:13:02,VID000188,Travel,German,Latin America,1573,29300,1344,1147,528,0.7535,True
2024-07-28 08:35:28,VID000189,Vlog,Spanish,Latin America,3023,12776,846,87,234,-0.7961,False
2025-03-14 05:07:48,VID000190,News,Korean,Middle East,2553,18857,1217,599,305,-0.1836,False
2025-04-29 03:57:41,VID000191,Music,Spanish,East Asia,2325,122532,12426,1365,2383,0.5485,False
2025-07-17 13:50:25,VID000192,News,French,Africa,1455,16632,774,661,39,0.9866,True
2024-03-17 04:56:37,VID000193,Sports,English,Oceania,2090,11721,996,298,150,0.4674,False
2025-11-25 11:05:23,VID000194,Education,Spanish,Latin America,3316,472934,35296,10652,8113,0.211,False
2024-07-06 17:18:19,VID000195,Vlog,Korean,Oceania,2910,7395,598,169,50,-0.5484,True
2024-07-05 04:32:45,VID000196,Sports,Spanish,Africa,2047,36760,3078,723,46,0.2461,True
2025-06-12 17:57:06,VID000197,Tech,Japanese,South Asia,120,5290,217,154,100,-0.5352,False
2025-04-26 05:39:20,VID000198,Music,Korean,Middle East,2528,183904,9934,935,3520,0.8056,True
2025-04-01 16:51:48,VID000199,Entertainment,German,Africa,3005,89984,4058,1124,1345,0.6684,False
2024-12-06 16:17:24,VID000200,Vlog,Hindi,East Asia,2559,537606,45860,21436,2906,-0.6145,True
2025-02-03 06:07:20,VID000201,Vlog,Hindi,East Asia,1651,126572,2544,2089,741,-0.5067,False
2025-01-07 00:47:45,VID000202,Education,Spanish,South Asia,3458,13897,880,343,89,-0.8543,False
2024-05-31 00:41:18,VID000203,Comedy,Japanese,North America,516,67411,3111,785,1074,-0.4587,False
2024-06-29 06:26:41,VID000204,Vlog,Hindi,Middle East,1775,58508,5323,1625,393,-0.5411,False
2025-03-15 09:32:16,VID000205,Gaming,Hindi,Africa,3181,30110,3557,312,398,0.4107,False
2024-10-23 06:45:12,VID000206,Music,Japanese,North America,2650,643466,56949,3468,2762,-0.9061,False
2025-11-04 16:26:37,VID000207,Music,German,North America,463,501751,58109,12031,4314,-0.2096,True
2025-04-24 09:31:44,VID000208,Gaming,Portuguese,South Asia,1177,350314,40285,8410,4730,-0.7532,True
2025-04-21 04:51:03,VID000209,Travel,Hindi,Europe,1422,79207,8094,1777,1334,-0.2081,True
2024-11-03 05:21:41,VID000210,Gaming,Korean,East Asia,1009,113204,10394,2981,242,-0.9653,False
2025-01-27 17:28:12,VID000211,Gaming,German,Middle East,901,138456,7965,4308,1106,0.0461,True
2025-03-15 07:57:56,VID000212,Music,English,Latin America,845,33573,2282,1285,397,0.9358,True
2025-06-29 13:24:40,VID000213,News,German,Latin America,3100,30242,1874,538,495,0.0091,True
2025-07-18 04:12:36,VID000214,Music,Korean,East Asia,1593,213875,24490,5574,1093,-0.8601,True
2024-10-12 04:03:12,VID000215,Comedy,Japanese,East Asia,1702,15962,879,511,29,0.2856,False
2025-03-01 06:23:10,VID000216,Education,English,South Asia,647,5682,340,226,98,-0.1881,True
2025-09-05 02:34:31,VID000217,Sports,Hindi,Oceania,3240,8402,290,163,14,-0.1223,True
2024-12-04 19:29:41,VID000218,News,Korean,East Asia,2503,98286,4374,1651,147,0.002,False
2024-08-24 10:43:39,VID000219,Entertainment,English,Oceania,113,471414,26392,5613,2874,0.1238,True
2024-09-23 22:28:49,VID000220,Sports,Hindi,Middle East,1246,4478,416,83,82,0.6335,False
2025-12-11 05:58:11,VID000221,Education,Japanese,North America,1064,13605,343,500,161,-0.5221,True
2024-11-11 12:56:42,VID000222,Comedy,German,North America,525,37471,2290,843,493,-0.0693,False
2025-10-03 20:33:19,VID000223,Comedy,French,Europe,2417,1579642,95960,53039,23692,-0.7035,True
2025-10-18 19:49:24,VID000224,Entertainment,Portuguese,South Asia,3497,25454,2434,463,495,0.1931,False
2025-11-07 07:12:02,VID000225,News,Korean,Africa,2998,5448,126,151,68,0.8041,False
2024-10-20 17:02:14,VID000226,Travel,Spanish,North America,1804,8017,309,192,107,0.1316,True
2025-07-29 09:12:25,VID000227,Gaming,Portuguese,Africa,3356,115342,11082,2403,1774,-0.1943,True
2025-12-24 20:30:07,VID000228,News,Hindi,North America,804,8772,655,151,45,-0.0684,False
2025-03-27 13:06:08,VID000229,Travel,Hindi,Oceania,1207,14809,889,228,95,0.5553,True
2025-08-21 02:06:27,VID000230,Comedy,Korean,Europe,2533,17175,1621,246,246,0.0289,False
2025-05-04 20:43:58,VID000231,Music,Hindi,Latin America,908,147740,6918,3576,2093,0.1834,True
2024-04-12 22:38:41,VID000232,Education,French,Oceania,1628,21077,1465,563,102,0.618,False
2025-05-25 13:55:52,VID000233,Entertainment,English,Middle East,2625,21967,1449,388,251,0.3321,True
2025-11-06 04:27:04,VID000234,Education,French,Europe,3182,9845,1043,214,167,0.3055,True
2024-02-16 17:27:36,VID000235,Tech,German,Oceania,3594,11352,1040,383,46,-0.704,True
2025-12-20 08:36:42,VID000236,Tech,Korean,Latin America,2450,263366,10785,3326,4687,0.9789,False
2024-11-01 00:25:08,VID000237,News,Hindi,Europe,3350,58950,2871,2132,1062,0.1532,True
2024-01-08 03:51:33,VID000238,Comedy,German,Oceania,2999,293700,29383,9162,3765,0.7985,True
2025-12-21 18:44:00,VID000239,Comedy,Portuguese,South Asia,160,18040,830,471,311,-0.2297,False
2025-07-04 01:53:31,VID000240,Gaming,English,East Asia,1776,8670,996,51,113,-0.7274,True
2025-12-27 00:20:43,VID000241,Gaming,Japanese,Africa,650,64377,1395,1291,974,-0.2502,False
2025-04-28 08:03:14,VID000242,Gaming,Spanish,Europe,2278,136898,4530,3644,2504,0.6164,False
2025-09-14 06:48:31,VID000243,Music,Korean,South Asia,918,8468,453,68,60,-0.2807,False
2024-04-19 07:34:45,VID000244,Sports,German,Oceania,1546,17498,1238,109,37,-0.2593,True
2024-05-08 08:31:31,VID000245,Vlog,Portuguese,South Asia,2000,14988,1423,137,233,-0.8786,False
2024-03-09 20:04:33,VID000246,Sports,German,Africa,2189,1953,44,73,32,0.6546,False
2024-07-14 22:56:47,VID000247,Education,Hindi,Middle East,1345,24368,887,337,452,0.4163,False
2025-11-04 17:11:55,VID000248,Sports,French,East Asia,3371,44255,2745,1252,317,0.2348,False
2024-08-29 19:22:33,VID000249,Music,Portuguese,North America,814,13345,830,83,138,-0.7743,True
2024-09-19 15:34:58,VID000250,Education,French,East Asia,2519,10126,1030,346,26,0.2451,True
2025-06-25 10:01:19,VID000251,Sports,German,North America,162,52626,1977,1600,566,0.411,False
2024-10-07 03:44:19,VID000252,Music,French,Europe,112,61149,6136,1030,381,-0.9479,True
2025-08-27 23:52:16,VID000253,Vlog,Spanish,North America,2650,11438,574,224,185,0.5639,False
2024-02-19 17:02:20,VID000254,Sports,English,Oceania,2547,23305,1356,191,169,0.7037,False
2024-03-30 15:07:02,VID000255,Music,Spanish,Europe,370,123242,14733,2516,860,0.4987,True
2024-02-16 18:33:26,VID000256,Gaming,Japanese,Europe,1337,75816,7316,524,591,-0.0685,True
2024-05-28 09:37:09,VID000257,Comedy,Japanese,North America,2451,50899,1235,598,286,0.4053,True
2025-05-01 09:11:33,VID000258,Gaming,English,Latin America,1755,6115,337,84,20,0.9325,True
2024-04-20 02:38:43,VID000259,Comedy,German,Middle East,2880,151026,13794,2355,2211,0.2152,True
2025-05-21 04:42:32,VID000260,Entertainment,Japanese,Middle East,2207,98622,6618,3542,719,0.4929,False
2024-12-15 07:04:45,VID000261,Entertainment,Portuguese,Europe,1251,19888,1770,744,173,-0.2641,False
2024-01-09 19:32:06,VID000262,Entertainment,English,South Asia,2302,87253,2975,3314,387,0.0942,True
2024-01-10 09:06:56,VID000263,Vlog,Portuguese,East Asia,408,143370,16209,3454,2515,0.4529,True
2024-10-08 00:48:17,VID000264,Gaming,Hindi,Latin America,2326,228496,17982,6812,2293,0.8079,False
2025-09-22 20:39:07,VID000265,Comedy,French,East Asia,1324,1146244,39021,12140,3949,0.3588,False
2024-05-29 14:42:18,VID000266,Music,Hindi,Oceania,2409,73692,4794,958,422,0.1213,False
2025-02-05 08:12:59,VID000267,Education,Spanish,Africa,578,18289,1714,189,193,0.6206,True
2024-08-14 16:47:48,VID000268,Music,English,South Asia,2748,54044,1618,1115,1007,0.0964,True
2024-06-27 11:22:57,VID000269,Education,Korean,South Asia,461,44922,3422,1253,875,-0.4366,False
2025-09-29 05:06:33,VID000270,Tech,English,East Asia,1846,2177,112,62,42,-0.6102,False
2024-01-19 17:24:03,VID000271,Music,Spanish,North America,2774,11081,906,57,81,0.5118,False
2025-10-11 00:53:35,VID000272,Sports,French,Europe,2788,22956,1006,231,405,-0.1042,False
2024-01-06 00:15:14,VID000273,Sports,Hindi,Middle East,2420,166994,19366,2666,2034,-0.0499,False
